name,accident_loc,types_str
Moonlight Ladies Salon,شارع الفلاح,beauty_salon_hair_care_point_of_interest_establishment
Sunflower Gents Saloon,شارع الفلاح,hair_care_point_of_interest_establishment
Abu Ahmed Gents Saloon,شارع الفلاح,hair_care_point_of_interest_establishment
Hanif Saloon Hair Dresser,شارع الفلاح,beauty_salon_hair_care_point_of_interest_establishment
Abu Atif Gents Saloon,شارع الفلاح,hair_care_point_of_interest_establishment
Classic Style Salon(Barberong Pinoy),شارع الفلاح,hair_care_health_point_of_interest_establishment
Good Day Gent's Salon,شارع الفلاح,hair_care_health_point_of_interest_establishment
Top Touch Gents salon & spa صالون وسبا توب تاتش,شارع الفلاح,hair_care_health_point_of_interest_establishment
dream zone gentlemen saloon,شارع الفلاح,hair_care_health_point_of_interest_establishment
European Nails & Face Care,شارع الفلاح,beauty_salon_hair_care_spa_point_of_interest_establishment
Saloon Ajmal,شارع الفلاح,hair_care_point_of_interest_establishment
صالون جبال الأطلس للرجال-jebal alatlas men saloon,شارع الفلاح,hair_care_health_point_of_interest_establishment
Byblos Saloon,شارع الفلاح,hair_care_point_of_interest_establishment
Haroon Company,شارع الفلاح,hardware_store_point_of_interest_store_establishment
AL EMAD SANITARY WARE TRADING,شارع الفلاح,hardware_store_point_of_interest_store_establishment
Aurora Crystal Lighting Trading,شارع الفلاح,home_goods_store_point_of_interest_store_establishment
The Asfour Crystal كريستال المدينة (Muroor Branch),شارع الفلاح,home_goods_store_point_of_interest_store_establishment
Arab Star Furnishings Establishment,شارع الفلاح,furniture_store_home_goods_store_point_of_interest_store_establishment
The City Crystal Shop,شارع الفلاح,home_goods_store_point_of_interest_store_establishment
Stitchwel Trading Co L.L.C.,شارع الفلاح,furniture_store_home_goods_store_general_contractor_point_of_interest_store_establishment
Little Flower Curtains,شارع الفلاح,home_goods_store_point_of_interest_store_establishment
Marino Kitchen Equipment LLC,شارع الفلاح,furniture_store_home_goods_store_point_of_interest_store_establishment
Sea Rock Furnishing & Decor Establishment,شارع الفلاح,furniture_store_home_goods_store_point_of_interest_store_establishment
Khoory Brothers,شارع الفلاح,home_goods_store_point_of_interest_store_establishment
الشرقية,شارع الفلاح,home_goods_store_point_of_interest_store_establishment
Light Tower - Light Decorations & Building illuminations,شارع الفلاح,home_goods_store_general_contractor_point_of_interest_store_establishment
ELV Technology Solutions,شارع الفلاح,electrician_electronics_store_home_goods_store_point_of_interest_store_establishment
الشرقية لتجارة مواد البناء - Eastern Building Materials Est,شارع الفلاح,home_goods_store_point_of_interest_store_establishment
Al Faiez Curtains & Decor Est,شارع الفلاح,home_goods_store_general_contractor_point_of_interest_store_establishment
AWTAD,شارع الفلاح,furniture_store_home_goods_store_point_of_interest_store_establishment
Taha medical center,شارع الفلاح,hospital_health_point_of_interest_establishment
The Medicine Shoppe Office,شارع الفلاح,hospital_health_point_of_interest_establishment
Taha Medical Centre,شارع الفلاح,hospital_health_point_of_interest_establishment
Medeor 24x7 Hospital - 24x7 مستشفى ميديور,شارع الفلاح,hospital_health_point_of_interest_establishment
NMC medical center,شارع الفلاح,hospital_health_point_of_interest_establishment
Khaleefa Medical Centre,شارع الفلاح,hospital_health_point_of_interest_establishment
Abu Dhabi Medical Centre,شارع الفلاح,hospital_health_point_of_interest_establishment
Al Riyadh Jewellery,شارع الفلاح,jewelry_store_finance_point_of_interest_store_establishment
Al Siddiq Jewellers,شارع الفلاح,jewelry_store_point_of_interest_store_establishment
Damas Jewellery,شارع الفلاح,jewelry_store_point_of_interest_store_establishment
Al Sagar Jewellers,شارع الفلاح,jewelry_store_point_of_interest_store_establishment
Excel Gold Repair,شارع الفلاح,jewelry_store_point_of_interest_store_establishment
Aziz Jewellery,شارع الفلاح,jewelry_store_point_of_interest_store_establishment
European Jewellery,شارع الفلاح,jewelry_store_point_of_interest_store_establishment
Malabar Gold And Diamonds,شارع الفلاح,jewelry_store_point_of_interest_store_establishment
مجوهرات عبدالرب اليافعي ( ابو الوليد ),شارع الفلاح,jewelry_store_point_of_interest_store_establishment
Damas Jewellery,شارع الفلاح,jewelry_store_point_of_interest_store_establishment
Dust and Shine Laundry,شارع الفلاح,laundry_point_of_interest_establishment
Music Line Automatic Laundry,شارع الفلاح,laundry_point_of_interest_establishment
Elegance Laundry - مصبغة الأناقة,شارع الفلاح,laundry_point_of_interest_establishment
Deepak Laundry,شارع الفلاح,laundry_point_of_interest_establishment
City Line Laundry,شارع الفلاح,laundry_point_of_interest_establishment
ZAMZAM LAUNDRY,شارع الفلاح,laundry_point_of_interest_establishment
Arabiers UAE,شارع الفلاح,travel_agency_local_government_office_point_of_interest_establishment
Abu Dhabi Municipality Public Health Division,شارع الفلاح,local_government_office_health_point_of_interest_establishment
Mourouj Hotel Apartments,شارع الفلاح,lodging_point_of_interest_establishment
Ramee Rose Hotel Apartments,شارع الفلاح,lodging_point_of_interest_establishment
Top Stars Hotel,شارع الفلاح,lodging_point_of_interest_establishment
Al Nakheel Hotel Apartments by Mourouj Gloria,شارع الفلاح,lodging_point_of_interest_establishment
Liwa Hotel Apartments,شارع الفلاح,lodging_point_of_interest_establishment
CS නිවහන,شارع الفلاح,lodging_point_of_interest_establishment
Lulu Staff Accommodation Jumbo Al Falah,شارع الفلاح,lodging_point_of_interest_establishment
Peacock Building,شارع الفلاح,lodging_point_of_interest_establishment
خياط ابو الكلام,شارع الفلاح,lodging_point_of_interest_establishment
Superior delivery service,شارع الفلاح,lodging_point_of_interest_establishment
H.E Ahmed Seddiq Compounds,شارع الفلاح,lodging_point_of_interest_establishment
Villa 3 - Old Philippine Embassy,شارع الفلاح,lodging_point_of_interest_establishment
Blue Tower A Burjeel Accommodation,شارع الفلاح,lodging_point_of_interest_establishment
Hebz Place,شارع الفلاح,lodging_point_of_interest_establishment
Subha Bint Saeed Al Rumaithi Mosque,شارع الفلاح,mosque_place_of_worship_point_of_interest_establishment
Neem Khalifa Al Rumaithi mosque,شارع الفلاح,mosque_place_of_worship_point_of_interest_establishment
Butti Bin Ghalaita mosque,شارع الفلاح,mosque_place_of_worship_point_of_interest_establishment
Ali bin Ahmed Al Dhaheri Mosque,شارع الفلاح,mosque_place_of_worship_point_of_interest_establishment
Rashid Bin Abdullah Mosque,شارع الفلاح,mosque_place_of_worship_point_of_interest_establishment
مسجد عبدالخالق خوري,شارع الفلاح,mosque_place_of_worship_point_of_interest_establishment
Al-Danah Central Mosque,شارع الفلاح,mosque_place_of_worship_point_of_interest_establishment
Alia Eisa Murshad Mohammed Al Qamzi Mosque,شارع الفلاح,mosque_place_of_worship_point_of_interest_establishment
Abdul Al Khaliq Khouri Mosque,شارع الفلاح,mosque_place_of_worship_point_of_interest_establishment
Masjid Rasool Azam - Shia Mosque,شارع الفلاح,mosque_place_of_worship_point_of_interest_establishment
Mosque of the Martyr Mehra Mohammed Hassan Al Zaabi - مسجد الشهيدة مهرة محمد حسن الزعابي,شارع الفلاح,mosque_place_of_worship_point_of_interest_establishment
Mosque,شارع الفلاح,mosque_place_of_worship_point_of_interest_establishment
Masjid Maryam Bint-e-Saeed,شارع الفلاح,mosque_place_of_worship_point_of_interest_establishment
Masjid,شارع الفلاح,mosque_place_of_worship_point_of_interest_establishment
SBM Furniture Movers,شارع الفلاح,moving_company_storage_point_of_interest_establishment
Sudanese Club Abu Dhabi,شارع الفلاح,museum_point_of_interest_establishment
Fixit Interior Desing Branch of Abu Dhabi 1,شارع الفلاح,painter_point_of_interest_establishment
AAR Building Maintenance Company Abu Dhabi | AC Maintenance,شارع الفلاح,painter_electrician_plumber_general_contractor_point_of_interest_establishment
Golden Palace Decoration,شارع الفلاح,painter_point_of_interest_establishment
Medior parking,شارع الفلاح,parking_point_of_interest_establishment
PAID PARKING-POST OFFICE,شارع الفلاح,parking_point_of_interest_establishment
Pet Paws,شارع الفلاح,pet_store_point_of_interest_store_establishment
Medeor 24x7 Pharmacy,شارع الفلاح,pharmacy_health_point_of_interest_store_establishment
"Aster Pharmacy Branch - 1, Abu Dhabi",شارع الفلاح,pharmacy_health_point_of_interest_store_establishment
Al Thani Pharmacy,شارع الفلاح,pharmacy_health_point_of_interest_store_establishment
Taha Pharmacy,شارع الفلاح,pharmacy_health_point_of_interest_store_establishment
صيدليه طلعت,شارع الفلاح,pharmacy_health_point_of_interest_store_establishment
Sands Pharmacy,شارع الفلاح,pharmacy_health_point_of_interest_store_establishment
AL THIQA AL THAKHASYSIYA PHARMACY,شارع الفلاح,pharmacy_health_point_of_interest_store_establishment
New Abu Dhabi Pharmacy,شارع الفلاح,pharmacy_health_point_of_interest_store_establishment
Al Yarmouk Pharmacy,شارع الفلاح,pharmacy_health_point_of_interest_store_establishment
AAR Building Maintenance Company Abu Dhabi | AC Maintenance,شارع الفلاح,painter_electrician_plumber_general_contractor_point_of_interest_establishment
Emirates Post - Abu Dhabi Central Post Office,شارع الفلاح,post_office_finance_point_of_interest_establishment
بريد الامارات,شارع الفلاح,post_office_finance_point_of_interest_establishment
مدرسة القمة الدولية,شارع الفلاح,school_primary_school_point_of_interest_establishment
Al Wajaha Real Estate,شارع الفلاح,real_estate_agency_point_of_interest_establishment
Future Vision Real Estate,شارع الفلاح,real_estate_agency_point_of_interest_establishment
Premium House Real Estate,شارع الفلاح,real_estate_agency_point_of_interest_establishment
Olympus Real Estate L.L.C,شارع الفلاح,real_estate_agency_storage_point_of_interest_establishment
Safe Zone Properties LLC,شارع الفلاح,real_estate_agency_point_of_interest_establishment
Address Point Properties LLC,شارع الفلاح,real_estate_agency_point_of_interest_establishment
Najd Palace Restaurant and Kitchen,شارع الفلاح,restaurant_food_point_of_interest_establishment
Jollibee Al Falah Street,شارع الفلاح,restaurant_food_point_of_interest_establishment
Gudee Pizza & Cafe,شارع الفلاح,restaurant_food_point_of_interest_establishment
McDonald's,شارع الفلاح,restaurant_food_point_of_interest_establishment
Sadaf Restaurant,شارع الفلاح,restaurant_food_point_of_interest_establishment
Subway,شارع الفلاح,restaurant_food_point_of_interest_establishment
New Nemat Kadah Restaurant,شارع الفلاح,restaurant_food_point_of_interest_establishment
Al Furqan Refreshments,شارع الفلاح,restaurant_food_point_of_interest_establishment
Sunrise Bright Restaurant,شارع الفلاح,restaurant_food_point_of_interest_establishment
Sunrise Bright Restaurant,شارع الفلاح,restaurant_food_point_of_interest_establishment
Luzan Manila Restaurant and Bakery,شارع الفلاح,restaurant_food_point_of_interest_establishment
